,Years up,Div yield,Sector,avg daily vol,Total Revenue Incr,Gross Margin,Gross Profit Incr,Trading years,Market cap,EPS,P/E,Mean change
EXR,0,4.4099998000000005,Real Estate,186786707.7685547,19.14651516297767,73.94982038697242,22.54545068323255,20.0,32098660352.0,5.3,27.7188679245283,19.194008077513796
EXTO,0,,Consumer Cyclical,7258000.181522369,14.694454636887588,25.58525555182166,15.112780505404011,1.0,1120446720.0,-0.11,-62.18181818181818,
EXTR,0,,Technology,30280330.050023396,11.554408744633166,56.68172230049118,13.486972367412134,25.0,2176219136.0,0.7,23.985714285714288,31.02765103555537
EYE,0,,Consumer Cyclical,15987268.684539795,8.960144372660245,54.79410926821864,9.450043641653338,7.0,1443631360.0,-0.75,-24.599999999999998,-0.8991025041091604
EYPT,2,,Healthcare,26631779.036865234,9.67646842069082,80.28076474017251,7.763326448189778,19.0,1169200896.0,-2.66,-9.0,99.87218706763858
EZGO,0,,Consumer Cyclical,243039.34031044424,13.94884308584846,4.329695023700807,-58.939892727847365,3.0,9961185.0,-0.47,-0.20744680851063832,-68.99676008467758
F,0,5.4399999999999995,Consumer Cyclical,584241304.3195152,11.580620575878275,9.155289112245546,94.28262801067115,52.0,44152537088.0,1.53,7.209150326797385,22.637070356154503
FAF,0,3.52,Financial Services,35670192.22353618,6.279651206282743,,,14.0,6218718720.0,2.27,26.550660792951543,12.143552712112127
FANG,0,5.2199997,Energy,234049426.2862142,91.11528515458575,51.92981783641168,317.3549310434556,12.0,27420499968.0,17.63,8.689733408961997,23.06561831442857
FAST,2,2.27,Industrials,332589604.62137854,11.285417285142895,45.913307125349824,11.973862819872794,37.0,39375241216.0,2.02,34.07920792079208,23.082686886526844
FATE,1,,Healthcare,13376620.388704935,75.04981141261932,,,11.0,454555232.0,-1.77,-2.6045197740112997,47.166080785284784
FAX,0,12.45,Financial Services,3348761.5870602923,-531.0294350599416,,,38.0,656394432.0,0.31,8.548387096774194,-5.548460966387081
FAZE,1,,Communication Services,6239411.060538292,35.400622136133705,20.803976350000394,33.71507976503675,3.0,27040168.0,-0.12,-2.9075,-85.99481857782708
FAZEW,0,,Communication Services,50662.108867613526,35.400622136133705,20.803976350000394,33.71507976503675,,,,,
FBIN,2,1.23000005,Industrials,74023354.18782553,15.476374934634096,40.728120282011865,16.257639023072652,13.0,9570611200.0,3.52,21.5625,24.743827480584756
FBIO,0,,Healthcare,1629600.0,30.483368827771816,60.24142424337239,20.447913197756296,13.0,36937368.0,-11.34,-0.17724867724867724,11.570382245747126
FBP,0,3.46,Financial Services,16201153.883171082,14.509839808981905,,,37.0,2742708736.0,1.65,9.818181818181818,16.25841836211213
FCEL,0,,Industrials,14396193.811553318,26.75641461994814,-16.144515945610664,42.39282021929214,32.0,546682880.0,-0.26,-4.653846153846153,28.123798459405656
FCF,0,3.39,Financial Services,6470063.415184021,6.434491573341239,,,32.0,1507158400.0,1.49,9.906040268456376,7.986758153437085
FCPT,0,5.88,Real Estate,12264861.477686565,14.289333411944849,85.88254809274497,11.271089372624033,9.0,2129161600.0,1.08,21.74074074074074,-0.4542722178662163
FCX,0,1.50999995,Basic Materials,447637381.1930338,30.309208961055457,30.086389749272854,116.94341835461263,29.0,56957689856.0,1.28,31.03125,37.80855859142509
FDMT,0,,Healthcare,7410212.832489014,-25.06892997012185,,,4.0,793079232.0,-2.65,-7.000000000000001,-18.205986329673085
FDX,0,2.02,Industrials,551861651.7608641,9.695498356011585,20.871976762875146,13.969917289403124,46.0,62405775360.0,16.86,14.811981020166073,15.61338173716528
FE,1,4.5600000000000005,Utilities,162902899.81547037,7.545095387492651,67.91199749103063,0.9505727993766533,27.0,20634386432.0,0.95,37.852631578947374,3.306746623455504
FERG,0,1.6900001000000002,Industrials,162700360.69132486,11.293881102094861,30.267823046526193,12.390449579417735,14.0,37993594880.0,8.83,21.183465458663647,29.834508424818218
FFIE,0,,Consumer Cyclical,2348975.7180951037,,,,4.0,18588214.0,-43.02,-0.0033751743375174336,-80.11772722242529
FFIN,0,2.4,Financial Services,15091941.3058726,4.316871350964635,,,31.0,4279842560.0,1.48,20.263513513513512,4.20728560474325
FFWM,1,0.37,Financial Services,8311900.0,16.208044740398876,,,10.0,616930752.0,-3.26,-3.352760736196319,-0.052161099869340435
FGEN,1,,Healthcare,929696.3536167145,-3.3677135736958688,91.69663986654359,-6.5049110386373785,10.0,95419496.0,-3.06,-0.31709150326797386,-32.73693899569811
FHB,0,4.760000000000001,Financial Services,16081186.716651918,3.744448064892014,,,8.0,2788322304.0,2.09,10.454545454545457,1.7739205228435266
FHI,1,3.26,Financial Services,23517225.62789917,0.4857449136325853,62.944168054509184,1.3905388590202739,26.0,2965440000.0,3.07,11.19869706840391,6.269812808489172
FHN,1,3.9699999999999998,Financial Services,127849565.9450531,10.46056297547613,,,44.0,8448602112.0,1.54,9.818181818181817,7.738719619566794
FI,2,,Technology,368367329.3243408,9.281747126311634,50.75007553653421,17.68338212016436,38.0,84026040320.0,4.77,29.350104821802937,15.155835743973398
FIBK,0,6.460000000000001,Financial Services,15871010.316950481,35.41914784598966,,,14.0,3027381760.0,2.72,10.70220588235294,-2.7468845897848597
FIGS,0,,Consumer Cyclical,24254182.50038147,40.01334683709398,71.38705237750032,38.012539916677405,3.0,1011427328.0,0.09,66.44444444444446,-36.15580454301287
FIHL,0,,Financial Services,6018949.181690216,39.05868883818992,,,1.0,1472758272.0,30.73,0.4064432150992515,
FINV,0,4.5,Financial Services,3703036.4451789856,20.34434085139538,80.20449470222565,20.766138539260236,7.0,1338968960.0,1.18,4.050847457627119,11.68177245718486
FIP,2,2.91,Industrials,2098494.098828634,96.62540193585754,,,2.0,409900448.0,-1.92,-2.1458333333333335,31.864408204282203
FIS,1,3.4099999999999997,Technology,309822194.364624,7.62365118001812,36.73945444086301,16.723833756567142,23.0,36177072128.0,-27.76,-2.1995677233429394,-6.961871657417528
FITB,0,3.92,Financial Services,212880152.47421265,5.545049991634688,,,44.0,23635038208.0,3.22,10.77639751552795,11.750014006315544
FIVE,0,,Consumer Cyclical,147519003.2623291,19.80605955242219,35.382099097298756,20.35529266901789,12.0,10284075008.0,4.84,38.497933884297524,17.211571146995006
FIVN,2,,Technology,61602217.82328288,33.96542200541979,55.62967831193754,27.230396042350403,10.0,5646290944.0,-1.16,-66.95689655172414,32.010001218394834
FL,0,9.62,Consumer Cyclical,89114121.83420818,3.5846908218730453,31.803574988587684,5.994705833251594,62.0,2677019904.0,0.87,32.67816091954023,-9.211893688069617
FLEX,0,,Technology,130003613.7001546,8.040947157285323,6.85169862098185,19.24946361921012,30.0,9981156352.0,1.69,13.627218934911244,33.853523371479
FLJ,0,,Real Estate,339056.65826797485,-25.63237114792579,-0.481283287833745,-580.1752752308431,5.0,257957264.0,184.66,0.004036066283981371,-66.058078492058
FLNC,0,,Utilities,39033668.67724101,60.797524775966004,-1.8981043662477723,-436.1919625132501,3.0,3880922368.0,-0.6,-34.96666666666667,-6.35229788369989
FLO,1,4.0900003,Consumer Defensive,23094516.19261424,4.832599640137547,49.220526337892494,2.611438035942404,44.0,4752311296.0,0.64,35.171875,5.226377140093675
FLR,0,,Industrials,49960561.02668762,-1.4620257741458698,2.8706633221734728,-4.085755166127369,24.0,6518547456.0,0.71,53.88732394366197,10.252633226143486
FLS,0,2.0,Industrials,29159712.921752933,-1.463217448443982,29.034444982782674,-5.6419103630233725,44.0,5261480448.0,1.87,21.443850267379677,4.520158287898211
FLYW,0,,Technology,38291080.14583588,48.24877485816054,63.843589047519394,47.24649363580929,3.0,2533889536.0,-0.09,-231.8888888888889,-20.55057111995226
FMC,0,4.0700004,Basic Materials,81822237.96813965,11.844956299176424,42.34334540666813,6.628342870329984,44.0,7112510464.0,4.7,12.129787234042553,6.091077165195296
FMX,4,1.5599999999999998,Consumer Defensive,66467216.767578125,16.931156639586998,38.091701252132275,15.223063245687163,26.0,237719044096.0,3.95,33.6379746835443,11.989913730596454
FNA,0,,Healthcare,6876131.775506338,27.937370325423483,80.16209238157165,31.880708105810317,3.0,1008127616.0,-0.86,-14.174418604651162,-13.464193493683961
FNB,0,3.55,Financial Services,25525947.638015747,8.48880260631082,,,38.0,4847779840.0,1.31,10.31297709923664,8.930828862043677
FND,0,,Consumer Cyclical,134112708.22128296,32.87186201697499,41.53302795218874,29.453818775470687,7.0,11397660672.0,2.59,41.293436293436294,46.54289589022248
FNF,0,3.88,Financial Services,75646216.82337444,8.349122129995013,,,19.0,13479986176.0,1.6,30.95625,14.90517882800504
FNGD,0,,,50096143.06322734,,,,6.0,,,,-53.2050160314047
FNGU,2,,,374020745.09033203,,,,6.0,,,,175.4258523461136
FNV,0,1.26,Basic Materials,77120177.95394897,14.316843605326257,62.95069121414727,18.110646995385615,17.0,20774117376.0,3.54,30.3954802259887,11.752677076168132
FOLD,0,,Healthcare,38526569.3179512,12.434979987300165,88.36510589961595,12.576997147429768,17.0,3686102272.0,-0.59,-21.305084745762713,22.13719166662574
FOSL,0,,Consumer Cyclical,601928.8239185016,2.939447899392278,49.59977024614497,5.701726925931306,31.0,67695976.0,-2.65,-0.4867924528301887,-29.08682049098354
FOUR,2,,Technology,69815603.92700195,62.04978661211845,22.37601329541135,62.737052803744355,4.0,6096848384.0,1.67,44.287425149700596,2.097977633441689
FOX,1,1.79,Communication Services,30950642.723693848,6.631769383355812,,,5.0,14607560704.0,2.05,14.175609756097561,-5.447660937752971
FOXA,1,1.66,Communication Services,101124566.80196126,6.631769383355812,,,5.0,14614726656.0,2.05,15.321951219512197,-3.6825655928322014
FOXO,0,,Healthcare,330781.68823957443,208.1547619047619,66.34050880626222,39.16666666666666,2.0,2655181.0,-17.37,-0.017086931491076568,-91.55672833592888
FR,2,2.4600001,Real Estate,52350588.99154663,9.834742677646691,73.07354661773773,9.888237905962772,30.0,7053062144.0,2.02,25.73267326732673,16.8993772792619
FREY,0,,Industrials,2799988.7587451935,,,,4.0,183013536.0,-0.11,-11.90909090909091,-29.894793889226026
FRGE,0,,Technology,1128127.9747843742,58.451791553285325,,,3.0,327760480.0,-0.5,-3.74,7.923599180429676
FRGT,0,,Technology,548760.621805787,76.91016225064658,8.763336573159748,79.63592746545793,7.0,3246188.0,-20.84,-0.014515355086372361,8.088103598104258
FRO,4,13.149999000000001,Energy,58023964.11491393,26.108441742272976,27.149110722768807,791.7707335202008,23.0,4859860480.0,3.52,6.201704545454545,46.29005967681561
FROG,0,,Technology,18903650.240707397,36.26283736009066,79.55305019459762,33.39977172514759,4.0,3511616768.0,-0.71,-47.154929577464785,-6.217225566356632
FRPT,2,,Consumer Defensive,57131565.21606445,36.69497342456568,37.016053509232755,18.364312450730026,10.0,4248395520.0,-1.07,-82.32710280373831,42.18597092534291
FRSH,0,,Technology,54017460.741678864,41.4175415664355,79.57068648073358,42.9417600625843,3.0,6395959296.0,-0.57,-38.0,7.852020384070851
FRT,0,4.31,Real Estate,73282961.22436522,13.399291620891308,66.25904959669356,14.723994310535982,51.0,8327200256.0,3.44,29.42732558139535,2.287710498680032
FSCO,2,11.359999,Financial Services,3929446.920344035,,,,2.0,1148481280.0,-0.77,-7.51948051948052,20.38216624993192
FSK,2,13.65,Financial Services,35421082.01232911,-310.08261777341335,,,10.0,5744153600.0,2.39,8.581589958158997,2.0024297759723106
FSLR,0,,Technology,282691014.9310303,-1.2901108507182235,17.580440623726375,-41.594883766947575,18.0,15905865728.0,4.42,33.68099547511312,36.709212197679854
FSLY,2,,Technology,56094787.74972279,21.9702434356864,53.363301465664996,10.809868588422377,5.0,2685324032.0,-1.24,-16.556451612903228,79.08553124372132
FSM,0,,Basic Materials,17595508.606481552,64.31847350597188,31.768508411409243,28.932152523118827,17.0,945044288.0,-0.38,-8.052631578947368,12.093192627982718
FSP,0,1.63,Real Estate,1536545.805884997,-17.86818993702045,50.53302682340188,-22.461221057032745,19.0,254437808.0,-0.55,-4.472727272727273,-7.14761306405059
FSR,0,,Consumer Cyclical,41072021.9398427,,,,6.0,307847424.0,-1.43,-0.5706293706293706,-14.536087500968941
FTAI,2,2.3599999,Industrials,30785611.533050537,61.86764346309464,49.21379938810197,43.87629465423185,9.0,5111135744.0,1.22,41.795081967213115,43.98918270737493
FTCI,0,,Technology,359213.3821765582,-5.05724040142232,-10.737563950502212,-505.33824158158245,3.0,66228180.0,-0.54,-0.9811111111111112,-69.34602719695155
FTDR,0,,Consumer Cyclical,17447142.02916463,6.177743921792677,46.73360475668443,0.029215596853265913,6.0,2657772288.0,2.1,15.895238095238096,16.63213993979392
FTI,0,1.01,Energy,83665525.06828308,1.3451522500924629,12.294119819941786,13.684180397051449,23.0,8600335360.0,-0.05,-395.0,21.82314483924292
FTNT,2,,Technology,408462049.8236084,30.497023384956044,76.68074136887559,28.317088954579074,15.0,50766532608.0,1.44,45.90972222222222,44.08269035969131
FTRE,0,,Healthcare,36999022.84515381,9.878221453329527,19.601015053996605,13.218127042457406,1.0,2753688064.0,-0.77,-40.27272727272727,
FTS,0,4.3999999999999995,Utilities,29549106.219329834,11.311672953644415,68.10158162026853,5.544194847524764,14.0,19369119744.0,2.29,17.21834061135371,5.339541105936506
FTV,2,0.43,Technology,107556399.02501425,12.125575411070022,57.08210048158506,13.564718824320742,8.0,25914740736.0,2.33,31.648068669527895,6.046101778457045
FUBO,0,,Communication Services,26555145.236918136,125.59152276402834,-4.357730107730153,129.46615395215088,5.0,790576256.0,-1.29,-2.0930232558139537,40.95716035140245
FULC,0,,Healthcare,4850675.048554738,25.144362581635214,,,5.0,414211424.0,-1.66,-4.0361445783132535,-11.171740468689263
FULT,0,4.19,Financial Services,19812866.405970253,8.395732483695095,,,39.0,2660128000.0,1.64,9.902439024390244,3.2047729833116256
FUSN,2,,Healthcare,12223030.0706927,,,,4.0,726230144.0,-1.61,-6.229813664596272,38.70275884850786
FUTU,0,,Financial Services,89084668.65264893,60.959949297375445,82.98210783637815,68.9893987407058,5.0,6857278976.0,3.97,12.37027707808564,91.55745699175972
FVRR,1,,Communication Services,22620556.923980713,35.20395145665501,81.85437935086689,33.844174516109064,5.0,1030095040.0,-0.06,-447.33333333333337,151.88264028232072
FWBI,0,,Healthcare,2949551.921863556,,,,8.0,5619600.0,1131.4,0.003181898532791232,-60.087606031949974
FWONK,2,,Communication Services,63991842.44873047,53.50450991936935,25.736922846402962,152.7825230257509,10.0,15821508608.0,1.92,35.552083333333336,18.556193447013907
FWRD,0,1.97,Industrials,37125484.81925964,24.82496722662465,22.577155952677924,54.56630410309559,31.0,1252567168.0,4.11,11.875912408759124,8.305443963046118
FYBR,0,,Communication Services,44831763.91113281,-9.559748427672954,62.38480741371084,-9.384822631342615,3.0,5842404352.0,0.67,35.4776119402985,-7.073639409191424
G,1,1.52,Technology,39531804.66359456,8.554724834789596,35.18662350732384,9.095704558929096,17.0,6572556800.0,2.31,15.683982683982682,8.971710109131214
GAB,1,11.81,Financial Services,3184483.949871063,-22.233812231312623,,,38.0,1520012160.0,1.11,4.576576576576576,1.1916350915977951
GAU,0,,Basic Materials,374933.9900676409,,,,16.0,197246000.0,0.27,3.2407407407407405,16.877344499108514
GBCI,1,3.26,Financial Services,26079377.901000977,8.22460027300609,,,40.0,4494047232.0,2.24,18.09375,2.0251356894576107
GBDC,2,10.13,Financial Services,13192010.678443907,145.6857392759904,,,14.0,2627024384.0,1.52,10.131578947368421,-0.1392872507054534
GBX,2,2.6300002,Industrials,18687773.18120321,21.803106970938437,11.839148275090912,13.95505447035497,30.0,1421160448.0,3.36,13.604166666666668,5.033530822166535
GCI,2,,Communication Services,1436021.367009481,-6.996445866385958,39.27684921259141,-10.844796804661877,10.0,373678752.0,0.2,12.549999999999999,-16.435012454798702
GCT,2,,Technology,80725265.84943137,34.33704086507223,21.952863598308443,6.021224868777619,2.0,886392960.0,1.74,12.5,221.52899634997505
GD,0,2.02,Industrials,307225496.45100915,1.936368492172369,16.71311426332675,2.3259142475068217,62.0,71275233280.0,12.01,21.746877601998335,12.063944898150492
GDDY,2,,Technology,170547971.1673991,11.133932487749455,64.27381015256337,9.953816168488327,9.0,15291652096.0,2.31,46.9047619047619,11.598508252409042
GDHG,0,,Consumer Cyclical,215287.70895719528,23.462244870608085,68.41295774318708,32.27175253864245,1.0,26340750.0,0.28,1.8178571428571426,
GDOT,0,,Financial Services,4839392.512365977,7.727020833272624,54.07190673350664,0.10520570063421442,14.0,478889504.0,0.7,13.042857142857144,-12.007107971668152
GDRX,0,,Healthcare,15933573.136281967,19.09699457962847,93.29017773202328,17.237978541527,4.0,2721084416.0,0.03,223.33333333333334,-20.3174288342812
GDS,0,,Technology,11819000.248114267,27.756032721246704,23.511107024485412,11.779693468068153,8.0,1208232704.0,-1.04,-5.918269230769231,8.649094207479724
GE,2,0.25,Industrials,640431703.626709,0.5103917252700485,26.168520313618842,8.280900202907503,62.0,141414514688.0,7.98,16.281954887218046,28.650770309813957
GEHC,0,0.16999999999999998,Healthcare,196748008.4431966,3.375963385088254,39.78782944105799,3.0420890850574422,2.0,32572639232.0,3.37,21.231454005934715,32.442614388805204
GEN,2,2.1300000999999997,Technology,74142419.57336426,10.479570502885965,84.44719567071961,9.531793953365327,35.0,15056802816.0,2.23,10.538116591928251,6.08992219858855
GENI,2,,Communication Services,11802542.753394444,52.63078923266817,-18.85737130883514,-399.8227220160914,4.0,1337094400.0,-0.87,-7.356321839080461,-12.236902538390675
GEO,1,,Industrials,24816130.187416073,0.6724203660265993,27.476557174130747,11.037833921295114,30.0,1490821120.0,0.83,14.240963855421688,-6.935541067198065
GERN,1,,Healthcare,10358545.556545258,196.68912036183173,,,28.0,1129573120.0,-0.34,-6.117647058823529,23.038412039703193
GES,0,5.3200003,Consumer Cyclical,18536201.129048668,3.9567552116859694,40.73686726765882,11.54129485626747,28.0,1210941696.0,2.68,8.414179104477611,2.467636690665489
GEVO,0,,Basic Materials,6534993.185214995,15.039085799650802,-717.825716934371,-9.637142354536198,13.0,208826160.0,-0.3,-2.8943333333333334,1.5981729386328012
GFI,0,3.05,Basic Materials,65987521.480350494,4.984316882840245,39.78497047415698,-1.9029991676122682,44.0,12018125824.0,0.73,18.424657534246574,36.07913818042028
